city,state,latitude,longitude,region,date_utc,time_utc,year,month,day,temp,weather_condition,humidity_percent,visibility_Feet,wind_speed_MPH,pressure_hPa
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-21,N/A,1956,12,21,53,Fog-Rain,97,15840,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-22,N/A,1956,12,22,49,Fog-Rain,100,5280,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-23,N/A,1956,12,23,46,Fog-Rain,100,15840,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-24,N/A,1956,12,24,46,Fog-Rain,95,26400,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-25,N/A,1956,12,25,40,,69,95040,16,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-26,N/A,1956,12,26,37,Snow,75,68640,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-27,N/A,1956,12,27,39,Fog-Snow,82,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-28,N/A,1956,12,28,39,Fog,86,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-29,N/A,1956,12,29,34,Fog,81,58080,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-30,N/A,1956,12,30,24,,67,95040,16,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1956-12-31,N/A,1956,12,31,38,,63,95040,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-01,N/A,1957,1,1,30,,55,105600,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-02,N/A,1957,1,2,22,,52,100320,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-03,N/A,1957,1,3,27,,63,68640,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-04,N/A,1957,1,4,40,,57,47520,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-05,N/A,1957,1,5,34,,67,52800,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-06,N/A,1957,1,6,28,Snow,82,31680,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-07,N/A,1957,1,7,34,Fog-Snow,88,31680,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-08,N/A,1957,1,8,34,,67,63360,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-09,N/A,1957,1,9,37,Fog-Rain-Snow,94,21120,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-10,N/A,1957,1,10,36,Fog,81,52800,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-11,N/A,1957,1,11,26,,79,58080,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-12,N/A,1957,1,12,32,,72,47520,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-13,N/A,1957,1,13,34,Snow,79,42240,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-14,N/A,1957,1,14,20,Snow,80,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-15,N/A,1957,1,15,14,Fog-Snow,74,31680,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-16,N/A,1957,1,16,22,Fog-Snow,71,31680,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-17,N/A,1957,1,17,11,,68,68640,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-18,N/A,1957,1,18,14,Fog,71,42240,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-19,N/A,1957,1,19,22,,70,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-20,N/A,1957,1,20,27,,75,52800,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-21,N/A,1957,1,21,40,Fog-Rain,92,31680,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-22,N/A,1957,1,22,44,Fog-Rain,99,21120,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-23,N/A,1957,1,23,46,Rain,74,79200,21,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-24,N/A,1957,1,24,22,,65,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-25,N/A,1957,1,25,29,Fog-Snow,89,36960,2,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-26,N/A,1957,1,26,36,Fog,73,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-27,N/A,1957,1,27,38,,73,36960,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-28,N/A,1957,1,28,36,Fog-Rain,96,10560,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-29,N/A,1957,1,29,39,Fog-Rain,96,26400,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-30,N/A,1957,1,30,38,,68,47520,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-01-31,N/A,1957,1,31,34,Fog-Rain-Snow,97,5280,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-01,N/A,1957,2,1,36,Fog-Rain,97,15840,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-02,N/A,1957,2,2,38,Fog,84,31680,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-03,N/A,1957,2,3,39,Fog-Rain,95,21120,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-04,N/A,1957,2,4,51,Fog,79,36960,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-05,N/A,1957,2,5,36,Fog-Rain-Snow,78,26400,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-06,N/A,1957,2,6,34,Fog-Rain-Snow,99,5280,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-07,N/A,1957,2,7,38,Fog,100,10560,1,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-08,N/A,1957,2,8,39,Fog,87,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-09,N/A,1957,2,9,40,Fog-Rain,98,15840,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-10,N/A,1957,2,10,48,Fog-Rain,73,79200,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-11,N/A,1957,2,11,34,Fog-Snow,78,52800,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-12,N/A,1957,2,12,28,,74,58080,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-13,N/A,1957,2,13,36,Snow,84,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-14,N/A,1957,2,14,36,Fog-Rain-Snow,87,26400,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-15,N/A,1957,2,15,34,Fog-Snow,87,31680,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-16,N/A,1957,2,16,39,Fog-Snow,76,52800,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-17,N/A,1957,2,17,34,,61,100320,17,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-18,N/A,1957,2,18,39,,63,73920,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-19,N/A,1957,2,19,42,Rain-Snow,71,42240,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-20,N/A,1957,2,20,32,,61,95040,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-21,N/A,1957,2,21,34,,66,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-22,N/A,1957,2,22,36,Fog,71,36960,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-23,N/A,1957,2,23,44,,69,31680,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-24,N/A,1957,2,24,44,Fog,74,31680,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-25,N/A,1957,2,25,46,Fog-Rain,88,10560,3,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-26,N/A,1957,2,26,54,Fog-Rain-Thunderstorm,96,10560,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-27,N/A,1957,2,27,54,Fog-Rain,87,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-02-28,N/A,1957,2,28,34,Fog-Rain,87,31680,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-01,N/A,1957,3,1,34,Fog-Rain-Snow,95,21120,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-02,N/A,1957,3,2,41,Fog-Rain,75,63360,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-03,N/A,1957,3,3,33,,59,100320,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-04,N/A,1957,3,4,33,,66,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-05,N/A,1957,3,5,34,,62,42240,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-06,N/A,1957,3,6,38,,69,42240,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-07,N/A,1957,3,7,38,Fog-Rain-Snow,87,21120,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-08,N/A,1957,3,8,40,Fog-Rain,97,21120,17,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-09,N/A,1957,3,9,40,Rain-Snow,72,79200,20,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-10,N/A,1957,3,10,38,,53,95040,16,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-11,N/A,1957,3,11,40,,57,79200,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-12,N/A,1957,3,12,51,Fog,61,79200,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-13,N/A,1957,3,13,51,,50,100320,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-14,N/A,1957,3,14,54,,60,84480,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-15,N/A,1957,3,15,56,Fog-Rain-Thunderstorm,92,47520,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-16,N/A,1957,3,16,53,Fog,53,84480,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-17,N/A,1957,3,17,52,,42,100320,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-18,N/A,1957,3,18,48,Rain,62,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-19,N/A,1957,3,19,42,Fog-Rain,95,26400,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-20,N/A,1957,3,20,42,Fog-Rain,79,47520,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-21,N/A,1957,3,21,46,,69,52800,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-22,N/A,1957,3,22,42,Fog,76,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-23,N/A,1957,3,23,49,,59,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-24,N/A,1957,3,24,50,,50,68640,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-25,N/A,1957,3,25,41,Rain,56,68640,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-26,N/A,1957,3,26,42,Fog-Rain,78,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-27,N/A,1957,3,27,46,Fog-Rain,88,36960,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-28,N/A,1957,3,28,45,Fog,72,36960,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-29,N/A,1957,3,29,44,Rain,68,73920,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-30,N/A,1957,3,30,44,,56,100320,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-03-31,N/A,1957,3,31,42,,40,95040,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-01,N/A,1957,4,1,44,Fog-Rain,76,73920,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-02,N/A,1957,4,2,58,Fog-Rain,78,68640,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-03,N/A,1957,4,3,44,,57,79200,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-04,N/A,1957,4,4,42,Fog-Rain,83,31680,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-05,N/A,1957,4,5,54,Fog-Rain,97,31680,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-06,N/A,1957,4,6,50,Rain,64,95040,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-07,N/A,1957,4,7,56,,54,105600,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-08,N/A,1957,4,8,47,Fog-Rain,86,31680,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-09,N/A,1957,4,9,44,Fog,56,100320,19,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-10,N/A,1957,4,10,46,,47,100320,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-11,N/A,1957,4,11,49,,58,89760,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-12,N/A,1957,4,12,58,Rain,56,84480,15,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-13,N/A,1957,4,13,42,Rain-Snow,58,79200,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-14,N/A,1957,4,14,42,,52,105600,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-15,N/A,1957,4,15,43,,52,100320,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-16,N/A,1957,4,16,48,,58,84480,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-17,N/A,1957,4,17,56,Fog-Rain,73,42240,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-18,N/A,1957,4,18,61,Fog-Rain,85,15840,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-19,N/A,1957,4,19,59,Fog,90,15840,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-20,N/A,1957,4,20,60,Fog,86,21120,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-21,N/A,1957,4,21,74,,66,84480,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-22,N/A,1957,4,22,62,,62,84480,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-23,N/A,1957,4,23,64,Fog-Rain,86,26400,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-24,N/A,1957,4,24,73,Fog,72,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-25,N/A,1957,4,25,62,Fog-Rain,95,10560,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-26,N/A,1957,4,26,69,Fog,83,15840,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-27,N/A,1957,4,27,74,Fog,68,42240,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-28,N/A,1957,4,28,77,Rain,62,52800,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-29,N/A,1957,4,29,70,,49,68640,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-04-30,N/A,1957,4,30,65,,45,79200,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-01,N/A,1957,5,1,66,,48,89760,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-02,N/A,1957,5,2,64,,38,84480,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-03,N/A,1957,5,3,50,,42,89760,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-04,N/A,1957,5,4,46,,57,89760,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-05,N/A,1957,5,5,54,Rain,59,84480,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-06,N/A,1957,5,6,61,Rain,56,68640,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-07,N/A,1957,5,7,62,,42,95040,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-08,N/A,1957,5,8,68,,43,84480,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-09,N/A,1957,5,9,72,,46,68640,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-10,N/A,1957,5,10,74,,54,42240,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-11,N/A,1957,5,11,66,Rain,79,31680,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-12,N/A,1957,5,12,66,Fog,87,15840,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-13,N/A,1957,5,13,74,Fog,72,36960,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-14,N/A,1957,5,14,74,Fog-Rain-Thunderstorm,81,31680,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-15,N/A,1957,5,15,76,Rain,69,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-16,N/A,1957,5,16,66,,61,63360,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-17,N/A,1957,5,17,58,Fog,73,63360,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-18,N/A,1957,5,18,69,Rain,74,42240,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-19,N/A,1957,5,19,60,Fog-Rain,91,21120,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-20,N/A,1957,5,20,56,Fog-Rain,94,15840,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-21,N/A,1957,5,21,54,Fog,84,26400,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-22,N/A,1957,5,22,60,,80,58080,6,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-23,N/A,1957,5,23,78,Fog,73,36960,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-24,N/A,1957,5,24,76,,60,84480,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-25,N/A,1957,5,25,68,,56,63360,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-26,N/A,1957,5,26,76,Fog-Rain,71,47520,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-27,N/A,1957,5,27,74,Rain,73,68640,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-28,N/A,1957,5,28,64,,54,89760,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-29,N/A,1957,5,29,62,,65,52800,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-30,N/A,1957,5,30,66,Fog,72,52800,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-05-31,N/A,1957,5,31,66,Fog,76,42240,4,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-01,N/A,1957,6,1,68,Fog,76,73920,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-02,N/A,1957,6,2,73,Fog-Rain,78,52800,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-03,N/A,1957,6,3,64,Fog-Rain,86,36960,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-04,N/A,1957,6,4,65,Fog,89,47520,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-05,N/A,1957,6,5,67,Fog-Rain,98,21120,5,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-06,N/A,1957,6,6,70,Fog,86,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-07,N/A,1957,6,7,77,Fog,72,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-08,N/A,1957,6,8,62,Fog-Rain,88,31680,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-09,N/A,1957,6,9,62,Fog,75,63360,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-10,N/A,1957,6,10,65,Fog,69,79200,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-11,N/A,1957,6,11,68,Fog,75,73920,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-12,N/A,1957,6,12,80,,73,47520,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-13,N/A,1957,6,13,82,Fog,72,36960,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-14,N/A,1957,6,14,80,,73,52800,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-15,N/A,1957,6,15,82,Fog,74,52800,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-16,N/A,1957,6,16,84,Fog-Rain-Thunderstorm,73,36960,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-17,N/A,1957,6,17,82,Fog,69,26400,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-18,N/A,1957,6,18,86,,66,31680,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-19,N/A,1957,6,19,82,Fog,68,42240,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-20,N/A,1957,6,20,71,,52,84480,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-21,N/A,1957,6,21,76,,57,47520,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-22,N/A,1957,6,22,78,Fog,70,31680,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-23,N/A,1957,6,23,82,Fog-Rain-Thunderstorm,71,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-24,N/A,1957,6,24,80,Fog-Rain-Thunderstorm,81,42240,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-25,N/A,1957,6,25,76,Fog-Rain-Thunderstorm,82,36960,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-26,N/A,1957,6,26,78,Fog-Rain,77,31680,7,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-27,N/A,1957,6,27,78,Fog,76,63360,12,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-28,N/A,1957,6,28,78,Fog-Rain,80,63360,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-29,N/A,1957,6,29,75,Rain,63,89760,23,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-06-30,N/A,1957,6,30,76,Rain,60,95040,16,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-01,N/A,1957,7,1,72,,56,89760,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-02,N/A,1957,7,2,68,,46,95040,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-03,N/A,1957,7,3,73,,51,84480,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-04,N/A,1957,7,4,80,,60,58080,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-05,N/A,1957,7,5,84,Rain,51,73920,14,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-06,N/A,1957,7,6,74,,47,95040,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-07,N/A,1957,7,7,76,,58,84480,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-08,N/A,1957,7,8,76,Rain,65,58080,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-09,N/A,1957,7,9,81,Fog-Rain,69,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-10,N/A,1957,7,10,72,,53,89760,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-11,N/A,1957,7,11,70,,55,95040,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-12,N/A,1957,7,12,80,Rain,61,63360,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-13,N/A,1957,7,13,81,Fog,70,31680,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-14,N/A,1957,7,14,82,,66,42240,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-15,N/A,1957,7,15,80,,60,52800,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-16,N/A,1957,7,16,74,,49,79200,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-17,N/A,1957,7,17,74,,59,58080,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-18,N/A,1957,7,18,80,,56,58080,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-19,N/A,1957,7,19,74,,49,89760,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-20,N/A,1957,7,20,80,,53,58080,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-21,N/A,1957,7,21,83,,52,42240,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-22,N/A,1957,7,22,87,,55,36960,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-23,N/A,1957,7,23,76,Fog-Rain,81,31680,8,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-24,N/A,1957,7,24,74,Fog-Rain,61,73920,13,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-25,N/A,1957,7,25,72,,53,89760,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-26,N/A,1957,7,26,72,,62,63360,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-27,N/A,1957,7,27,72,Rain-Thunderstorm,65,84480,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-28,N/A,1957,7,28,76,Rain-Thunderstorm,76,68640,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-29,N/A,1957,7,29,78,,77,68640,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-30,N/A,1957,7,30,80,Fog-Rain,74,58080,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-07-31,N/A,1957,7,31,80,Rain-Thunderstorm,73,36960,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-01,N/A,1957,8,1,80,,59,68640,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-02,N/A,1957,8,2,78,,53,63360,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-03,N/A,1957,8,3,82,,60,47520,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-04,N/A,1957,8,4,80,Fog-Rain,75,42240,10,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-05,N/A,1957,8,5,73,Fog,61,73920,11,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-06,N/A,1957,8,6,66,,53,95040,9,N/A
Baltimore,MD,39.2904, -76.609383,Northeast,1957-08-07,N/A,1957,8,7,71,,50,89760,9,N/A
